age,weight(kg),height(m),gender,goal,diet_plan
38,86,1.71,F,lose weight,Low Calorie
13,41,1.2,M,gain weight,High Protein
14,32,1.2,M,maintain weight,Maintain Weight
30,59,1.85,F,lose weight,Low Calorie
10,67,1.56,M,lose weight,Low Calorie
10,30,1.26,F,lose weight,Low Calorie
10,40,1.21,M,maintain weight,Maintain Weight
10,39,1.27,F,lose weight,Lose Weight
33,79,1.89,F,lose weight,Low Calorie
35,66,1.87,F,lose weight,Low Calorie
33,75,1.28,M,lose weight,Lose Weight
10,30,1.3,M,maintain weight,High Protein
11,38,1.28,M,maintain weight,High Protein
16,41,1.21,M,maintain weight,Low Calorie
42,81,1.8,M,lose weight,Low Calorie
10,33,1.24,M,gain weight,High Protein
28,32,1.89,F,lose weight,Low Calorie
17,30,1.24,M,gain weight,High Protein
40,40,1.31,M,lose weight,Low Calorie
10,32,1.23,M,gain weight,High Protein
10,32,1.26,F,lose weight,Low Calorie
12,30,1.29,M,gain weight,High Protein
10,91,1.75,F,lose weight,Lose Weight
32,30,1.31,M,maintain weight,Low Calorie
37,30,1.25,F,gain weight,Low Calorie
29,69,1.67,F,lose weight,Lose Weight
14,31,1.27,M,maintain weight,Low Calorie
10,33,1.31,M,maintain weight,Low Calorie
35,40,1.3,M,maintain weight,High Protein
32,93,1.87,F,lose weight,Low Calorie
10,30,1.29,M,gain weight,High Protein
27,30,1.67,F,lose weight,Low Calorie
32,68,1.69,F,lose weight,Low Calorie
33,44,1.22,M,lose weight,Low Calorie
35,30,1.32,M,gain weight,High Protein
34,93,1.89,F,lose weight,Low Calorie
17,37,1.26,M,lose weight,Low Calorie
30,30,1.24,M,lose weight,High Protein
10,30,1.2,F,lose weight,Low Calorie
26,30,1.22,F,lose weight,Lose Weight
27,35,1.63,F,lose weight,Low Calorie
10,30,1.2,M,gain weight,High Protein
31,39,1.33,M,maintain weight,Low Calorie
14,31,1.2,M,maintain weight,High Protein
39,36,1.22,M,gain weight,High Protein
29,49,1.72,M,lose weight,Lose Weight
10,35,1.26,M,lose weight,Low Calorie
10,30,1.26,F,lose weight,Low Calorie
36,33,1.32,F,lose weight,Low Calorie
11,36,1.24,M,maintain weight,Low Calorie
34,76,1.75,M,lose weight,Low Calorie
14,34,1.3,M,lose weight,Low Calorie
10,36,1.25,M,lose weight,High Protein
13,33,1.31,M,lose weight,Low Calorie
10,35,1.25,F,lose weight,Low Calorie
38,73,1.69,M,maintain weight,High Protein
27,33,1.47,F,lose weight,Lose Weight
37,33,1.6,F,lose weight,Low Calorie
10,42,1.27,F,lose weight,Low Calorie
26,30,1.36,M,gain weight,High Protein
25,30,1.27,F,lose weight,Lose Weight
27,60,1.69,F,lose weight,Lose Weight
16,37,1.22,M,gain weight,High Protein
37,30,1.2,M,maintain weight,High Protein
15,44,1.28,M,maintain weight,Low Calorie
11,30,1.26,M,lose weight,Low Calorie
42,37,1.2,M,maintain weight,Low Calorie
13,31,1.24,M,lose weight,Low Calorie
44,88,1.89,M,lose weight,Low Calorie
15,33,1.29,F,lose weight,Lose Weight
29,37,1.48,F,lose weight,Lose Weight
34,87,1.32,M,lose weight,Low Calorie
10,30,1.38,M,maintain weight,Maintain Weight
16,36,1.33,M,gain weight,High Protein
44,83,1.84,M,lose weight,Low Calorie
34,85,1.69,F,lose weight,Low Calorie
36,30,1.24,M,gain weight,Low Calorie
16,36,1.84,M,lose weight,Low Calorie
31,87,1.77,F,lose weight,Low Calorie
33,68,1.49,M,lose weight,Low Calorie
31,76,1.68,F,lose weight,Low Calorie
26,73,1.71,F,maintain weight,Low Calorie
10,30,1.26,M,gain weight,Lose Weight
10,39,1.34,M,lose weight,Low Calorie
34,40,1.27,M,maintain weight,Low Calorie
28,35,1.29,M,lose weight,High Protein
10,38,1.26,F,lose weight,Maintain Weight
10,37,1.2,M,maintain weight,High Protein
30,30,1.28,F,lose weight,Low Calorie
39,50,1.89,F,lose weight,Low Calorie
39,73,1.67,M,lose weight,Low Calorie
33,30,1.63,F,lose weight,Low Calorie
10,30,1.21,F,lose weight,Lose Weight
10,32,1.26,M,maintain weight,Maintain Weight
36,30,1.35,F,lose weight,Low Calorie
15,40,1.28,M,lose weight,Low Calorie
29,58,1.71,F,lose weight,Low Calorie
30,30,1.31,M,gain weight,High Protein
41,70,1.78,F,lose weight,Low Calorie
27,83,1.82,F,lose weight,Low Calorie
25,32,1.72,F,lose weight,Low Calorie
13,30,1.32,M,lose weight,Low Calorie
32,38,1.73,M,lose weight,Low Calorie
10,36,1.27,M,maintain weight,Low Calorie
12,30,1.29,F,lose weight,Lose Weight
41,81,1.72,M,lose weight,Low Calorie
38,34,1.66,M,lose weight,Low Calorie
28,39,1.7,F,lose weight,Low Calorie
38,33,1.22,M,maintain weight,Low Calorie
31,79,1.65,F,lose weight,Low Calorie
10,30,1.21,M,lose weight,Lose Weight
11,31,1.2,M,maintain weight,High Protein
12,30,1.23,M,gain weight,Low Calorie
35,78,1.89,F,lose weight,Low Calorie
35,30,1.21,M,maintain weight,Low Calorie
33,35,1.27,F,lose weight,Low Calorie
36,32,1.32,F,lose weight,Low Calorie
39,76,1.83,F,lose weight,Low Calorie
35,34,1.34,F,lose weight,Low Calorie
35,30,1.48,M,maintain weight,High Protein
32,43,1.21,M,maintain weight,Maintain Weight
10,37,1.23,M,lose weight,Low Calorie
10,41,1.35,M,maintain weight,High Protein
35,39,1.26,M,maintain weight,Maintain Weight
10,39,1.26,F,lose weight,Low Calorie
29,41,1.85,M,lose weight,Low Calorie
31,43,1.26,M,gain weight,High Protein
36,78,1.61,F,lose weight,Low Calorie
15,30,1.27,M,maintain weight,High Protein
34,30,1.78,M,maintain weight,Low Calorie
31,30,1.73,M,gain weight,High Protein
10,31,1.27,M,gain weight,High Protein
36,42,1.4,M,lose weight,Lose Weight
44,32,1.22,M,maintain weight,Low Calorie
37,57,1.31,M,lose weight,Low Calorie
39,92,1.65,M,lose weight,Low Calorie
35,40,1.23,M,lose weight,Low Calorie
10,30,1.27,F,lose weight,Low Calorie
11,31,1.34,M,lose weight,Low Calorie
10,32,1.32,M,gain weight,High Protein
35,38,1.2,M,maintain weight,High Protein
43,71,1.79,M,lose weight,Low Calorie
37,79,1.29,F,lose weight,Low Calorie
34,75,1.55,M,lose weight,Low Calorie
43,82,1.86,M,lose weight,Low Calorie
35,34,1.3,F,lose weight,Low Calorie
34,33,1.2,M,maintain weight,High Protein
34,38,1.27,M,gain weight,High Protein
34,71,1.79,F,lose weight,Low Calorie
10,36,1.27,M,lose weight,Low Calorie
10,31,1.23,M,gain weight,High Protein
25,47,1.21,F,lose weight,Lose Weight
12,35,1.23,M,maintain weight,High Protein
26,34,1.89,F,lose weight,Low Calorie
12,40,1.2,M,maintain weight,Maintain Weight
28,78,1.78,M,gain weight,High Protein
34,80,1.28,M,gain weight,Low Calorie
14,35,1.25,M,lose weight,Low Calorie
27,38,1.63,M,maintain weight,High Protein
10,37,1.28,M,lose weight,Low Calorie
27,76,1.59,F,lose weight,Lose Weight
10,35,1.22,M,maintain weight,High Protein
42,30,1.88,F,lose weight,Low Calorie
10,50,1.36,F,lose weight,Low Calorie
42,35,1.33,M,lose weight,Low Calorie
10,36,1.22,M,maintain weight,Low Calorie
35,41,1.72,M,lose weight,Low Calorie
36,36,1.26,M,maintain weight,Low Calorie
10,33,1.21,F,lose weight,Lose Weight
10,32,1.23,F,lose weight,Low Calorie
34,88,1.74,F,lose weight,Low Calorie
10,30,1.28,M,lose weight,Low Calorie
33,84,1.57,M,lose weight,Low Calorie
10,30,1.31,F,lose weight,Lose Weight
13,33,1.23,M,maintain weight,Low Calorie
32,87,1.73,M,lose weight,Low Calorie
39,79,1.72,M,lose weight,Low Calorie
10,36,1.29,M,lose weight,Low Calorie
38,71,1.74,F,lose weight,Low Calorie
40,30,1.24,F,lose weight,Low Calorie
35,59,1.89,M,lose weight,Low Calorie
37,40,1.3,M,gain weight,Low Calorie
33,75,1.87,F,lose weight,Low Calorie
10,35,1.26,M,lose weight,Lose Weight
36,81,1.79,M,lose weight,Low Calorie
30,84,1.76,M,gain weight,High Protein
14,61,1.38,M,lose weight,Low Calorie
29,53,1.89,F,lose weight,Lose Weight
28,73,1.2,M,maintain weight,Maintain Weight
34,43,1.21,F,gain weight,High Protein
36,30,1.23,F,lose weight,Low Calorie
32,38,1.28,M,maintain weight,Maintain Weight
40,32,1.23,M,gain weight,High Protein
10,31,1.8,F,lose weight,Low Calorie
10,30,1.22,F,lose weight,Lose Weight
10,38,1.24,F,lose weight,Low Calorie
10,30,1.21,M,gain weight,High Protein
32,30,1.23,M,lose weight,Low Calorie
11,39,1.2,M,lose weight,Low Calorie
12,38,1.2,M,maintain weight,Low Calorie
10,36,1.22,M,gain weight,High Protein
10,38,1.23,M,gain weight,High Protein
36,78,1.79,F,lose weight,Low Calorie
30,30,1.68,F,lose weight,Low Calorie
31,78,1.69,M,gain weight,High Protein
38,32,1.22,M,lose weight,Low Calorie
38,87,1.81,M,lose weight,Low Calorie
23,69,1.61,F,lose weight,Low Calorie
10,33,1.2,M,maintain weight,Maintain Weight
10,36,1.2,M,maintain weight,High Protein
33,30,1.66,M,gain weight,High Protein
30,34,1.22,M,maintain weight,High Protein
31,30,1.71,F,lose weight,Low Calorie
27,46,1.26,M,lose weight,High Protein
13,30,1.21,M,maintain weight,High Protein
10,34,1.21,M,lose weight,Low Calorie
10,33,1.24,F,lose weight,Low Calorie
35,44,1.32,M,maintain weight,Maintain Weight
32,88,1.61,F,lose weight,Low Calorie
33,69,1.82,M,gain weight,High Protein
32,80,1.87,M,lose weight,High Protein
10,30,1.31,M,gain weight,High Protein
10,30,1.2,M,gain weight,High Protein
34,73,1.83,M,lose weight,Low Calorie
35,75,1.75,F,lose weight,Low Calorie
36,65,1.64,M,maintain weight,Low Calorie
33,87,1.76,F,lose weight,Low Calorie
32,30,1.25,M,lose weight,Lose Weight
42,35,1.31,M,lose weight,Low Calorie
32,30,1.83,F,lose weight,Low Calorie
10,38,1.24,F,lose weight,Low Calorie
18,68,1.72,M,lose weight,Low Calorie
10,30,1.3,M,maintain weight,Low Calorie
10,33,1.28,F,lose weight,Lose Weight
34,42,1.73,M,maintain weight,Low Calorie
30,30,1.2,F,lose weight,Lose Weight
38,34,1.26,F,lose weight,Low Calorie
11,30,1.27,M,lose weight,Low Calorie
10,30,1.26,M,maintain weight,High Protein
10,30,1.2,M,maintain weight,Maintain Weight
27,30,1.25,F,lose weight,Lose Weight
27,77,1.64,M,lose weight,Lose Weight
26,32,1.53,F,lose weight,Lose Weight
10,30,1.2,M,maintain weight,Maintain Weight
40,79,1.89,M,lose weight,Low Calorie
11,30,1.22,F,gain weight,High Protein
26,81,1.2,M,gain weight,High Protein
11,34,1.21,M,gain weight,High Protein
10,30,1.2,F,lose weight,Lose Weight
37,41,1.22,M,gain weight,High Protein
10,47,1.2,F,maintain weight,Maintain Weight
12,33,1.28,M,maintain weight,High Protein
10,40,1.24,M,gain weight,High Protein
35,39,1.28,F,lose weight,Low Calorie
10,35,1.26,F,lose weight,Low Calorie
41,62,1.3,F,lose weight,Low Calorie
29,44,1.27,F,maintain weight,Low Calorie
42,71,1.79,F,lose weight,Low Calorie
33,41,1.31,M,gain weight,High Protein
27,65,1.33,F,lose weight,Lose Weight
10,41,1.21,F,lose weight,Lose Weight
13,38,1.26,M,maintain weight,Maintain Weight
10,30,1.25,M,maintain weight,High Protein
33,30,1.24,M,gain weight,High Protein
34,65,1.75,F,lose weight,Low Calorie
11,40,1.24,M,maintain weight,Maintain Weight
34,61,1.89,F,lose weight,Low Calorie
41,93,1.89,M,lose weight,Low Calorie
17,30,1.21,M,lose weight,Low Calorie
33,36,1.69,M,lose weight,Low Calorie
33,77,1.77,F,lose weight,Low Calorie
27,32,1.79,F,lose weight,Low Calorie
39,93,1.7,M,lose weight,Low Calorie
30,58,1.73,F,lose weight,Low Calorie
10,42,1.82,M,lose weight,Low Calorie
13,32,1.23,M,lose weight,Lose Weight
10,36,1.27,M,maintain weight,Maintain Weight
10,32,1.23,F,lose weight,Low Calorie
16,34,1.27,M,gain weight,High Protein
36,40,1.89,M,lose weight,Low Calorie
32,34,1.32,M,gain weight,High Protein
10,30,1.24,F,lose weight,Low Calorie
12,35,1.2,M,maintain weight,High Protein
10,76,1.21,F,lose weight,Lose Weight
14,35,1.26,M,gain weight,High Protein
10,30,1.22,M,gain weight,High Protein
26,69,1.88,F,lose weight,Low Calorie
13,30,1.25,M,lose weight,Low Calorie
10,30,1.32,F,lose weight,Maintain Weight
10,33,1.2,M,maintain weight,High Protein
10,30,1.2,F,maintain weight,Maintain Weight
35,85,1.83,M,lose weight,Low Calorie
31,30,1.74,M,lose weight,Low Calorie
10,32,1.25,M,maintain weight,Maintain Weight
31,31,1.85,F,lose weight,Low Calorie
11,30,1.3,M,gain weight,High Protein
30,78,1.75,F,lose weight,Low Calorie
34,30,1.27,M,gain weight,High Protein
10,30,1.24,F,lose weight,Low Calorie
10,30,1.2,F,maintain weight,Maintain Weight
34,40,1.33,M,maintain weight,High Protein
27,30,1.2,F,lose weight,Lose Weight
37,32,1.33,F,lose weight,Low Calorie
30,54,1.52,F,lose weight,Lose Weight
19,35,1.26,M,maintain weight,Low Calorie
26,74,1.7,F,lose weight,Lose Weight
30,35,1.72,M,lose weight,Low Calorie
14,35,1.29,M,maintain weight,Lose Weight
10,30,1.3,F,lose weight,Low Calorie
10,37,1.2,F,maintain weight,Maintain Weight
31,39,1.27,M,maintain weight,Low Calorie
13,30,1.24,M,maintain weight,Low Calorie
31,75,1.71,F,lose weight,Low Calorie
10,32,1.2,M,maintain weight,High Protein
31,30,1.2,M,gain weight,High Protein
13,56,1.89,F,lose weight,Low Calorie
32,77,1.71,M,maintain weight,High Protein
10,32,1.21,M,gain weight,High Protein
38,37,1.3,M,lose weight,Low Calorie
10,70,1.26,F,lose weight,Lose Weight
28,32,1.58,M,lose weight,Low Calorie
10,30,1.21,M,gain weight,High Protein
10,42,1.74,M,lose weight,Low Calorie
14,42,1.22,M,maintain weight,High Protein
33,39,1.24,M,lose weight,Low Calorie
29,30,1.89,F,lose weight,Low Calorie
12,38,1.28,M,maintain weight,Low Calorie
34,59,1.6,M,lose weight,Low Calorie
34,37,1.6,M,lose weight,Low Calorie
36,67,1.83,F,lose weight,Low Calorie
38,71,1.77,F,lose weight,Low Calorie
10,35,1.29,M,maintain weight,Low Calorie
29,93,1.68,F,lose weight,Low Calorie
35,38,1.84,M,lose weight,Low Calorie
41,87,1.85,F,lose weight,Low Calorie
30,93,1.64,F,lose weight,Low Calorie
37,38,1.8,M,maintain weight,High Protein
25,38,1.59,M,maintain weight,Maintain Weight
10,30,1.28,M,lose weight,Low Calorie
32,30,1.89,M,lose weight,Lose Weight
12,33,1.22,M,maintain weight,Maintain Weight
34,34,1.8,F,lose weight,Low Calorie
32,73,1.87,M,lose weight,Low Calorie
12,33,1.21,M,gain weight,High Protein
37,93,1.83,M,lose weight,Low Calorie
32,70,1.85,F,lose weight,Low Calorie
11,32,1.26,M,lose weight,Low Calorie
43,86,1.8,F,lose weight,Low Calorie
38,89,1.6,F,lose weight,Low Calorie
11,30,1.2,M,maintain weight,Maintain Weight
11,30,1.26,M,gain weight,High Protein
10,70,1.2,M,lose weight,Low Calorie
29,81,1.74,M,lose weight,Low Calorie
33,40,1.24,M,gain weight,Low Calorie
10,88,1.22,M,maintain weight,Maintain Weight
34,67,1.61,F,lose weight,Low Calorie
38,34,1.31,M,lose weight,Low Calorie
31,38,1.2,M,gain weight,High Protein
16,30,1.2,M,maintain weight,Low Calorie
34,75,1.85,M,gain weight,High Protein
27,30,1.27,M,gain weight,High Protein
10,34,1.29,M,gain weight,High Protein
29,43,1.2,M,maintain weight,Maintain Weight
13,30,1.32,F,lose weight,Lose Weight
17,32,1.22,M,maintain weight,Low Calorie
10,34,1.21,F,lose weight,Lose Weight
10,33,1.33,M,gain weight,Low Calorie
30,82,1.84,F,lose weight,Low Calorie
35,80,1.68,F,lose weight,Low Calorie
36,30,1.27,M,lose weight,Low Calorie
13,30,1.26,M,lose weight,Low Calorie
36,80,1.73,F,lose weight,Low Calorie
41,66,1.68,F,lose weight,Low Calorie
13,30,1.21,M,maintain weight,Maintain Weight
11,33,1.34,M,gain weight,High Protein
10,38,1.2,M,gain weight,High Protein
10,36,1.24,M,gain weight,High Protein
10,31,1.26,M,gain weight,High Protein
37,71,1.66,M,lose weight,Lose Weight
15,36,1.22,M,maintain weight,High Protein
12,34,1.31,M,lose weight,Low Calorie
29,35,1.2,M,lose weight,Low Calorie
11,30,1.76,M,lose weight,High Protein
35,41,1.27,M,maintain weight,High Protein
10,30,1.2,F,lose weight,Low Calorie
29,51,1.52,M,lose weight,Low Calorie
30,82,1.89,F,lose weight,Low Calorie
10,36,1.2,M,maintain weight,Low Calorie
16,34,1.24,M,gain weight,High Protein
36,78,1.78,F,lose weight,Low Calorie
10,35,1.22,M,maintain weight,High Protein
34,40,1.83,F,lose weight,Low Calorie
36,46,1.2,M,lose weight,Low Calorie
35,63,1.89,F,lose weight,Lose Weight
10,30,1.27,F,lose weight,Low Calorie
40,31,1.33,M,lose weight,High Protein
10,34,1.3,F,lose weight,Low Calorie
14,30,1.2,M,gain weight,High Protein
38,30,1.71,M,lose weight,Low Calorie
11,43,1.26,M,maintain weight,Low Calorie
38,30,1.67,F,lose weight,Low Calorie
25,43,1.65,F,lose weight,Low Calorie
15,38,1.27,M,maintain weight,Low Calorie
16,30,1.2,M,gain weight,High Protein
10,30,1.26,M,gain weight,High Protein
35,35,1.21,M,maintain weight,Maintain Weight
14,33,1.27,M,gain weight,Low Calorie
32,43,1.26,M,gain weight,High Protein
26,30,1.24,F,lose weight,Lose Weight
10,30,1.2,M,lose weight,Lose Weight
36,34,1.25,M,lose weight,Low Calorie
30,57,1.64,F,lose weight,Low Calorie
10,30,1.2,F,lose weight,Low Calorie
40,62,1.54,M,lose weight,Low Calorie
10,30,1.2,F,lose weight,Lose Weight
13,30,1.25,M,maintain weight,High Protein
10,30,1.2,F,lose weight,Low Calorie
30,63,1.26,F,lose weight,Low Calorie
10,39,1.22,F,maintain weight,Lose Weight
30,30,1.3,M,gain weight,High Protein
35,33,1.81,M,gain weight,High Protein
10,30,1.2,M,maintain weight,Maintain Weight
29,30,1.3,M,gain weight,High Protein
10,32,1.28,M,maintain weight,Maintain Weight
11,30,1.2,M,maintain weight,Maintain Weight
10,40,1.3,M,gain weight,High Protein
12,38,1.23,M,gain weight,High Protein
36,69,1.3,M,lose weight,Low Calorie
29,92,1.58,M,lose weight,Maintain Weight
13,31,1.24,M,maintain weight,High Protein
15,40,1.32,M,maintain weight,Low Calorie
43,37,1.24,M,gain weight,High Protein
10,43,1.24,M,gain weight,High Protein
10,30,1.2,M,maintain weight,Maintain Weight
31,37,1.25,M,maintain weight,High Protein
37,48,1.87,M,gain weight,Low Calorie
37,62,1.75,F,lose weight,Low Calorie
26,38,1.27,M,gain weight,High Protein
36,30,1.31,F,maintain weight,High Protein
11,40,1.21,M,maintain weight,Maintain Weight
10,30,1.29,F,lose weight,Lose Weight
10,34,1.24,F,lose weight,Low Calorie
33,38,1.35,M,gain weight,Maintain Weight
44,82,1.72,M,maintain weight,Maintain Weight
37,66,1.32,F,lose weight,Low Calorie
32,35,1.74,M,gain weight,High Protein
13,43,1.54,M,lose weight,Low Calorie
10,35,1.34,M,gain weight,High Protein
34,41,1.89,F,lose weight,Low Calorie
11,35,1.28,M,gain weight,High Protein
34,40,1.32,M,maintain weight,High Protein
38,91,1.89,M,lose weight,Low Calorie
36,78,1.82,F,lose weight,Low Calorie
10,32,1.2,F,lose weight,High Protein
10,30,1.2,F,maintain weight,Lose Weight
41,42,1.85,M,lose weight,Low Calorie
30,33,1.25,F,lose weight,Low Calorie
43,39,1.28,M,lose weight,Low Calorie
10,35,1.23,M,gain weight,Low Calorie
43,36,1.56,M,lose weight,Low Calorie
29,30,1.22,M,maintain weight,High Protein
10,33,1.6,F,lose weight,Low Calorie
16,34,1.28,M,gain weight,High Protein
30,93,1.63,M,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Low Calorie
39,62,1.84,F,lose weight,Low Calorie
10,36,1.26,M,gain weight,High Protein
14,35,1.65,M,maintain weight,Maintain Weight
13,36,1.21,F,lose weight,Lose Weight
14,30,1.31,F,lose weight,Low Calorie
32,38,1.21,M,maintain weight,Maintain Weight
36,74,1.83,M,lose weight,Low Calorie
40,70,1.82,M,lose weight,Low Calorie
17,37,1.31,M,maintain weight,Low Calorie
10,30,1.2,M,maintain weight,Maintain Weight
11,30,1.31,M,maintain weight,High Protein
31,30,1.33,M,lose weight,Low Calorie
42,93,1.73,M,lose weight,Low Calorie
37,58,1.89,M,lose weight,Low Calorie
42,80,1.69,M,lose weight,Low Calorie
27,72,1.26,F,lose weight,Low Calorie
10,30,1.2,F,lose weight,Lose Weight
34,37,1.42,M,gain weight,Maintain Weight
10,30,1.22,F,maintain weight,Lose Weight
38,44,1.69,M,lose weight,Low Calorie
10,40,1.8,F,lose weight,Lose Weight
30,59,1.63,M,maintain weight,Low Calorie
48,70,1.68,F,lose weight,Low Calorie
10,30,1.22,M,maintain weight,Maintain Weight
10,30,1.28,F,maintain weight,Lose Weight
32,82,1.62,M,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Low Calorie
10,40,1.61,M,lose weight,High Protein
36,33,1.36,M,lose weight,Low Calorie
37,35,1.2,M,maintain weight,Low Calorie
12,30,1.26,M,gain weight,High Protein
12,38,1.2,M,lose weight,Low Calorie
14,30,1.25,M,gain weight,High Protein
28,30,1.24,F,lose weight,Lose Weight
10,30,1.2,F,lose weight,Lose Weight
11,30,1.33,M,gain weight,High Protein
16,30,1.24,M,maintain weight,High Protein
10,36,1.22,M,maintain weight,High Protein
34,44,1.78,M,lose weight,High Protein
28,30,1.23,F,lose weight,Low Calorie
10,34,1.28,F,lose weight,High Protein
39,39,1.3,M,lose weight,High Protein
11,30,1.28,M,gain weight,High Protein
13,37,1.23,M,gain weight,High Protein
13,39,1.2,M,maintain weight,High Protein
35,70,1.62,F,lose weight,Low Calorie
10,33,1.24,M,gain weight,High Protein
10,30,1.26,F,maintain weight,Maintain Weight
13,33,1.22,M,maintain weight,High Protein
11,41,1.83,M,lose weight,Low Calorie
10,31,1.22,M,gain weight,High Protein
10,38,1.2,F,lose weight,Low Calorie
29,36,1.27,F,maintain weight,Maintain Weight
10,34,1.2,M,gain weight,High Protein
10,40,1.23,M,maintain weight,Maintain Weight
39,72,1.47,M,lose weight,Low Calorie
10,39,1.28,M,lose weight,Low Calorie
17,37,1.86,M,lose weight,Low Calorie
33,30,1.2,M,maintain weight,High Protein
38,71,1.74,F,lose weight,Low Calorie
10,32,1.26,M,lose weight,Low Calorie
10,37,1.21,M,maintain weight,High Protein
28,57,1.75,F,lose weight,Low Calorie
30,91,1.84,F,lose weight,Low Calorie
10,39,1.84,M,lose weight,Low Calorie
40,93,1.81,F,lose weight,Low Calorie
12,30,1.3,M,lose weight,Low Calorie
